label,eye_side,iris_size,dpi
10024.pts,right,729.6751707593777,96
10025.pts,left,1679.0806128754066,96
10025.pts,right,2021.8608931491976,96
10026.pts,left,1606.1497183049541,96
10026.pts,right,1072.1095540898316,96
10027.pts,left,338.1481158760796,96
10027.pts,right,336.95319924204614,96
10028.pts,left,1456.6506506110723,96
10028.pts,right,1320.914127151712,96
10029.pts,left,104.5104023522846,96
10029.pts,right,157.57188822151545,96
1003.pts,left,23012.102684264097,96
1003.pts,right,15343.059112133706,96
10030.pts,left,298.83367196515024,96
10030.pts,right,313.0691105425004,96
10031.pts,left,324.6500954883216,96
10031.pts,right,398.95877321611,96
10032.pts,left,975.9890101020777,96
10032.pts,right,822.6027836699269,96
10033.pts,left,749.2213853238264,96
10033.pts,right,702.6643082987929,96
10034.pts,left,506.8058906218345,96
10034.pts,right,540.0942056811385,96
10035.pts,left,192.94534752731386,96
10035.pts,right,179.36766943983116,96
10036.pts,left,225.99594106304878,96
10036.pts,right,567.8805765714523,96
10037.pts,left,139.83664413136444,96
10037.pts,right,138.35034957836743,96
10038.pts,left,404.0751534711866,96
10038.pts,right,413.8846844659014,96
10039.pts,left,210.02540540097493,96
10039.pts,right,303.3988187739175,96
1004.pts,left,55315.14034007257,96
1004.pts,right,36904.65588599221,96
10040.pts,left,3456.2085843475566,96
10040.pts,right,2866.9311342119645,96
10041.pts,left,1834.5921689746647,96
10041.pts,right,1958.7893869106858,96
10042.pts,left,1354.7173406075601,96
10042.pts,right,2726.990470027984,96
10043.pts,left,5162.558529855819,96
10043.pts,right,4366.375454720494,96
10044.pts,left,7087.937167732811,96
10044.pts,right,4878.544631392578,96
10045.pts,left,6760.072917614499,96
10045.pts,right,5499.601608405579,96
10046.pts,left,304.813163786563,96
10046.pts,right,348.31270068405775,96
10047.pts,left,1134.4740341678855,96
10047.pts,right,1539.1730904867786,96
10048.pts,left,269.08105851810234,96
10048.pts,right,246.63436522010105,96
10049.pts,left,107279.31017356252,96
10049.pts,right,88820.26596397063,96
1005.pts,left,3579.6880497658517,96
1005.pts,right,3034.0983172295764,96
10050.pts,left,1225.4738764653316,96
10050.pts,right,1362.6094258334322,96
10051.pts,left,7837.456480323589,96
10051.pts,right,5225.263076430282,96
10052.pts,left,3263.531887585288,96
10052.pts,right,3693.6281172626086,96
10053.pts,left,106714.26056833618,96
10053.pts,right,96567.20689639448,96
10054.pts,left,86237.36565442519,96
10054.pts,right,92051.78715276458,96
10055.pts,left,250.11357715672546,96
10055.pts,right,286.56912681065717,96
10056.pts,left,12258.773598841195,96
10056.pts,right,19393.860809089587,96
10057.pts,left,1833.180944436189,96
10057.pts,right,2090.27824506087,96
10058.pts,left,662.5917239913254,96
10058.pts,right,494.18133902053165,96
10059.pts,left,657.908182510949,96
10059.pts,right,452.50787135342216,96
1006.pts,left,15948.499500933696,96
1006.pts,right,7043.281037442807,96
10060.pts,left,61.733711803194524,96
10060.pts,right,112.69686659076953,96
10061.pts,left,490.864941868508,96
10061.pts,right,607.7713673840314,96
10062.pts,left,9222.464071709706,96
10062.pts,right,9563.585405010253,96
10063.pts,left,5429.040086782912,96
10063.pts,right,9754.39167761718,96
10064.pts,left,1497.3071562000796,96
10064.pts,right,1412.2042037411356,96
10065.pts,left,1199.9977351613004,96
10065.pts,right,1282.8674657130161,96
10066.pts,left,617.0689511594353,96
10066.pts,right,873.169329489212,96
10067.pts,left,1831.3712454342547,96
10067.pts,right,1486.782214134111,96
10068.pts,left,35868.326387648915,96
10068.pts,right,39133.669556551446,96
10069.pts,left,1401.3310170894395,96
10069.pts,right,1249.9962904535967,96
1007.pts,left,1867.983456365444,96
1007.pts,right,1970.0459915939784,96
10070.pts,left,310.61792842763276,96
10070.pts,right,310.6792945531975,96
10071.pts,left,1311.9122758917588,96
10071.pts,right,1258.2448494053474,96
10072.pts,left,2215.8613479726087,96
10072.pts,right,2937.7998730528925,96
10073.pts,left,449.31071090710924,96
10073.pts,right,554.9052675466354,96
10074.pts,left,390.21645773918067,96
10074.pts,right,345.3222449043107,96
10075.pts,left,75.19194758518489,96
10075.pts,right,88.48230677867713,96
10076.pts,left,2475.6057247220674,96
10076.pts,right,2368.207355552574,96
10077.pts,left,5452.390889256859,96
10077.pts,right,9966.071179808645,96
10078.pts,left,54.5262633923441,96
10078.pts,right,49.82449788205026,96
10079.pts,left,304.3727299498236,96
10079.pts,right,204.38694995546948,96
10080.pts,left,1390.4740506551502,96
10080.pts,right,1196.4231454316418,96
10081.pts,left,99.1753223062888,96
10081.pts,right,138.539536986098,96
10082.pts,left,602.968115690124,96
10082.pts,right,563.5322500085334,96
10083.pts,left,67.06197145153877,96
10083.pts,right,52.960125087523345,96
10084.pts,left,1078.5718747554458,96
10084.pts,right,1000.183687385127,96
10085.pts,left,3793.841264003877,96
10085.pts,right,3463.501493677878,96
10086.pts,left,4421.0555942809415,96
10086.pts,right,4010.3274698886976,96
10087.pts,left,17681.126029774878,96
10087.pts,right,31489.832953805057,96
10088.pts,left,309.2316357429863,96
10088.pts,right,375.3596287155752,96
1009.pts,left,176.0578280935468,96
1009.pts,right,99.00505077699036,96
10090.pts,left,406.28989513415775,96
10090.pts,right,324.669283899918,96
10091.pts,left,497.14282495268685,96
10091.pts,right,435.3025146347001,96
10093.pts,left,308.1781090170587,96
10093.pts,right,394.99012828392677,96
10094.pts,left,113.55953519254214,96
10094.pts,right,132.67944052081978,96
10095.pts,left,823.3532735029556,96
10095.pts,right,830.8390589071396,96
10096.pts,left,642.3894939171911,96
10096.pts,right,423.8926854019777,96
10098.pts,left,13642.509893272772,96
10098.pts,right,13089.399548421554,96
10099.pts,left,10217.568023772688,96
10099.pts,right,13071.731914808652,96
101.pts,left,179.79280764734,96
101.pts,right,64.01689332392228,96
1010.pts,left,606.7365268512043,96
1010.pts,right,323.4415267143502,96
10100.pts,left,11690.043780136839,96
10100.pts,right,13267.08967955369,96
10101.pts,left,931.3561261142387,96
10101.pts,right,912.3758124813392,96
10102.pts,left,44456.80583930974,96
10102.pts,right,53279.63952297692,96
10103.pts,left,848.4378712205224,96
10103.pts,right,699.1232048924965,96
10104.pts,left,531.6411265169172,96
10104.pts,right,581.7394307793555,96
10105.pts,left,1065.4363717324327,96
10105.pts,right,1057.8148666458292,96
10106.pts,left,110.82436008310441,96
10106.pts,right,127.70287841758667,96
10107.pts,left,205.33083710491815,96
10107.pts,right,185.61987951611061,96
10108.pts,left,6489.069051937905,96
10108.pts,right,6103.1440958082485,96
10109.pts,left,164.3157428000502,96
10109.pts,right,190.73305037249307,96
1011.pts,left,678.7554325204741,96
1011.pts,right,494.2502077056847,96
10110.pts,left,298.2008293664787,96
10110.pts,right,299.95954625376584,96
10111.pts,left,232.47953886304327,96
10111.pts,right,266.5229988975584,96
10112.pts,left,48.22943475913532,96
10112.pts,right,84.24875385276523,96
10113.pts,left,350.70843508485507,96
10113.pts,right,343.413768120693,96
10114.pts,left,351.16377979299347,96
10114.pts,right,226.63037854359214,96
10115.pts,left,614.5947454464697,96
10115.pts,right,436.92858248457804,96
10116.pts,left,389.30508624822784,96
10116.pts,right,370.04561226292225,96
10117.pts,left,570.4660854214748,96
10117.pts,right,419.05114711839974,96
10118.pts,left,198.3346128907336,96
10118.pts,right,235.09087439720457,96
10119.pts,left,58757.74431441868,96
10119.pts,right,44807.35322736668,96
1012.pts,left,379.62162021085163,96
1012.pts,right,274.16902254402845,96
10120.pts,left,395.8911276321993,96
10120.pts,right,593.6087819039839,96
10121.pts,left,3537.8388092043942,96
10121.pts,right,4338.717174503911,96
10122.pts,left,3545.4539125105566,96
10122.pts,right,3717.111160628713,96
10123.pts,left,6704.98706797911,96
10123.pts,right,7491.256916785592,96
10124.pts,left,35095.02001540757,96
10124.pts,right,15002.036315323016,96
10125.pts,left,33535.720053713194,96
10125.pts,right,31172.141527757714,96
10126.pts,left,2399.6489310980933,96
10126.pts,right,1518.100680175577,96
10127.pts,left,485.57982981359913,96
10127.pts,right,582.1625192721903,96
10128.pts,left,436.6769590644502,96
10128.pts,right,448.5392097533458,96
10129.pts,left,817.5338506268988,96
10129.pts,right,883.067226765757,96
10130.pts,left,1132.823524814428,96
10130.pts,right,1228.5631880429844,96
10131.pts,left,4998.9136040919475,96
10131.pts,right,4551.80159911171,96
10132.pts,left,441.46555322150084,96
10132.pts,right,509.70099950088,96
10133.pts,left,852.354691044025,96
10133.pts,right,866.5964813981255,96
10134.pts,left,8430.377068780625,96
10134.pts,right,7642.65560930217,96
10135.pts,left,7679.9607834906765,96
10135.pts,right,6998.7185470343475,96
10136.pts,left,10215.573507754743,96
10136.pts,right,11066.17169289457,96
10137.pts,left,1380.2159970952764,96
10137.pts,right,1033.7074415136806,96
10138.pts,left,941.9159794776409,96
10138.pts,right,901.6668554654068,96
10139.pts,left,724.4381035172516,96
10139.pts,right,533.2282152304805,96
1014.pts,left,263.4827757523228,96
1014.pts,right,230.12482092139854,96
10140.pts,left,656.7306827793207,96
10140.pts,right,641.453476021009,96
10141.pts,left,566.8542361411486,96
10141.pts,right,553.4354864263579,96
10142.pts,left,549.3711075667095,96
10142.pts,right,590.1109754913092,96
10143.pts,left,732.046938822487,96
10143.pts,right,717.3298325684799,96
10144.pts,left,3323.0533048516713,96
10144.pts,right,2073.583803460992,96
10145.pts,left,6636.23575028214,96
10145.pts,right,7250.539439299281,96
10146.pts,left,800.8319875379872,96
10146.pts,right,866.6394238281084,96
10147.pts,left,2467.4992686454207,96
10147.pts,right,2246.5968513546304,96
10148.pts,left,13609.652145354832,96
10148.pts,right,15645.525104695014,96
10149.pts,left,4123.356989515381,96
10149.pts,right,4166.9566853608585,96
1015.pts,left,1494.6993522523926,96
1015.pts,right,1176.673126239715,96
10150.pts,left,48203.68013484114,96
10150.pts,right,57444.12147239366,96
10151.pts,left,131.2928140419554,96
10151.pts,right,147.01485827724346,96
10152.pts,left,514.4907574434748,96
10152.pts,right,685.5454592607747,96
10153.pts,left,2407.764677824147,96
10153.pts,right,2154.6222300163013,96
10155.pts,left,408.81877066794505,96
10155.pts,right,641.2611611577937,96
10156.pts,left,4029.810294705582,96
10156.pts,right,2929.3723417564634,96
10157.pts,left,72.45071478697986,96
10157.pts,right,62.28646455861818,96
10158.pts,left,955.007069543512,96
10158.pts,right,1020.9200485114991,96
10159.pts,left,2205.530056470329,96
10159.pts,right,2293.865639701975,96
1016.pts,left,3100.2046843509997,96
1016.pts,right,1607.1418933042864,96
10160.pts,left,242.79053253518882,96
10160.pts,right,197.6672220231172,96
10161.pts,left,163.8730663897532,96
10161.pts,right,134.88271571967033,96
10162.pts,left,581.1520326274168,96
10162.pts,right,845.7574962207392,96
10163.pts,left,2172.6451030581834,96
10163.pts,right,3194.4746647213246,96
10164.pts,left,171.70773325029378,96
10164.pts,right,202.91168736687584,96
10165.pts,left,47.91096069079974,96
10165.pts,right,37.38232428639778,96
10166.pts,left,807.0775582072612,96
10166.pts,right,713.3904875256513,96
10167.pts,left,9020.609772958735,96
10167.pts,right,6565.17931140306,96
10168.pts,left,39086.5756654667,96
10168.pts,right,41686.43579942299,96
10169.pts,left,905.6466393506701,96
10169.pts,right,696.0647291812119,96
1017.pts,left,612.4987875762657,96
1017.pts,right,627.0082717313812,96
10170.pts,left,6887.750422173619,96
10170.pts,right,9432.323050018076,96
10171.pts,left,834.3697171287222,96
10171.pts,right,992.8115645413574,96
10172.pts,left,1458.4002744202273,96
10172.pts,right,1415.1052593932714,96
10173.pts,left,1962.1008891995468,96
10173.pts,right,1806.0542994510122,96
10174.pts,left,619.8795220490982,96
10174.pts,right,1149.8812936118088,96
10175.pts,left,962.9792995905055,96
10175.pts,right,1669.7167756161955,96
10176.pts,left,6721.792580936325,96
10176.pts,right,6345.697244977385,96
10177.pts,left,2338.3033245827355,96
10177.pts,right,2509.346041311335,96
10178.pts,left,174.64250264219308,96
10178.pts,right,177.20750823682738,96
10179.pts,left,485.80596200187,96
10179.pts,right,392.2725038563815,96
1018.pts,left,1946.5626475076533,96
1018.pts,right,818.3612277112672,96
10180.pts,left,44.04626076208229,96
10180.pts,right,46.23430613061376,96
10181.pts,left,120.24091588503414,96
10181.pts,right,116.52363204999436,96
10182.pts,left,209.32879012949778,96
10182.pts,right,230.39505199481457,96
10183.pts,left,475.93365238662454,96
10183.pts,right,709.030747382085,96
10184.pts,left,802.3162127413557,96
10184.pts,right,861.89130560174,96
10185.pts,left,328.0342426567136,96
10185.pts,right,265.91600209438064,96
10186.pts,left,63.88452676805386,96
10186.pts,right,66.97979114017974,96
10187.pts,left,108521.01922629931,96
10187.pts,right,107424.7846628847,96
10188.pts,left,43.78913466788828,96
10188.pts,right,56.21716210815407,96
10189.pts,left,1616.3561282703972,96
10189.pts,right,1316.5397807839684,96
1019.pts,left,5928.992603764745,96
1019.pts,right,10914.559762071338,96
10190.pts,left,1178.6989321714332,96
10190.pts,right,1456.7895348372363,96
10191.pts,left,2060.728797625326,96
10191.pts,right,1338.1913540855685,96
10192.pts,left,1048.8736292745311,96
10192.pts,right,999.8075007762185,96
10193.pts,left,2703.989831827422,96
10193.pts,right,1702.6342442504972,96
10194.pts,left,2613.2419009294213,96
10194.pts,right,2574.49556980579,96
10195.pts,left,87.48672070785732,96
10195.pts,right,133.03042509893154,96
10196.pts,left,44.05193386754956,96
10196.pts,right,55.51910362391844,96
10197.pts,left,40.751905722250704,96
10197.pts,right,26.9814074114658,96
10198.pts,left,135933.58834522316,96
10198.pts,right,108027.19596077308,96
10199.pts,left,58552.53163095543,96
10199.pts,right,47575.534419993484,96
102.pts,left,292.4108314326123,96
102.pts,right,110.62776872688723,96
1020.pts,left,1268.5234033408135,96
1020.pts,right,2020.3907433281106,96
10200.pts,left,25740.777613266506,96
10200.pts,right,22113.681352667558,96
10201.pts,left,18542.991343671565,96
10201.pts,right,16775.846373213793,96
10202.pts,left,13707.821171552006,96
10202.pts,right,20738.070746619138,96
10203.pts,left,22299.025149195848,96
10203.pts,right,25207.80715262331,96
10204.pts,left,18252.808413073595,96
10204.pts,right,25079.30112438589,96
10205.pts,left,56679.7967096073,96
10205.pts,right,48454.172991330255,96
10206.pts,left,51175.08757220958,96
10206.pts,right,43479.51938922814,96
10207.pts,left,53652.370562967815,96
10207.pts,right,50084.72020796536,96
10208.pts,left,57327.976813894435,96
10208.pts,right,46490.421500536766,96
10209.pts,left,51606.52426222527,96
10209.pts,right,43421.10543625548,96
1021.pts,left,13266.628274538847,96
1021.pts,right,6994.209155641177,96
10210.pts,left,52513.212345823755,96
10210.pts,right,48032.956620506615,96
10211.pts,left,54221.468291144556,96
10211.pts,right,45957.36969009667,96
10212.pts,left,53258.39880672626,96
10212.pts,right,46293.15548179883,96
10213.pts,left,56802.13121250755,96
10213.pts,right,44707.91221742812,96
10214.pts,left,30277.61072364685,96
10214.pts,right,43901.384243331195,96
10215.pts,left,29351.0760069338,96
10215.pts,right,33694.927690951255,96
10216.pts,left,34061.51464078427,96
10216.pts,right,46079.885894687286,96
10217.pts,left,26860.14757192726,96
10217.pts,right,35933.29056811066,96
10218.pts,left,40123.01684254239,96
10218.pts,right,36840.92548715618,96
10219.pts,left,45941.2417409207,96
10219.pts,right,34100.10892091776,96
1022.pts,left,1711.5608856077943,96
1022.pts,right,1043.7268721746893,96
10220.pts,left,52818.814453410436,96
10220.pts,right,43313.17339348448,96
10221.pts,left,58336.946629058686,96
10221.pts,right,46325.108318387494,96
10222.pts,left,14919.153997194884,96
10222.pts,right,12727.701811151592,96
10223.pts,left,14824.296037478014,96
10223.pts,right,12355.316668016747,96
10224.pts,left,21143.725585815464,96
10224.pts,right,22536.03981860784,96
10225.pts,left,11746.752087670353,96
10225.pts,right,10844.270665837315,96
10226.pts,left,10660.480835425875,96
10226.pts,right,10966.667646201266,96
10227.pts,left,6748.952496522149,96
10227.pts,right,8995.584205767173,96
10228.pts,left,6517.195704087403,96
10228.pts,right,8110.97679784406,96
10229.pts,left,6418.0619575310375,96
10229.pts,right,8503.426270930719,96
10230.pts,left,23988.585893768577,96
10230.pts,right,25463.645163722213,96
10231.pts,left,19066.69580672277,96
10231.pts,right,26884.399437279517,96
10232.pts,left,18421.385153927575,96
10232.pts,right,24660.75199347579,96
10233.pts,left,21194.03158111732,96
10233.pts,right,19607.09992667944,96
10234.pts,left,18296.82488935577,96
10234.pts,right,20938.22723070004,96
10235.pts,left,725.7801044578715,96
10235.pts,right,1173.864267779847,96
10236.pts,left,3387.7009569384018,96
10236.pts,right,5590.374425866157,96
10237.pts,left,7359.6938812695225,96
10237.pts,right,8241.041151681828,96
10238.pts,left,27.195687592385656,96
10238.pts,right,157.49629024489576,96
10239.pts,left,145.62619473734287,96
10239.pts,right,108.53430248872208,96
1024.pts,left,1600.255615320932,96
1024.pts,right,2541.007422575649,96
10240.pts,left,171.51312624616955,96
10240.pts,right,110.1630413032227,96
10241.pts,left,115.26910535342311,96
10241.pts,right,120.00859650456475,96
10242.pts,left,33.625131578148846,96
10242.pts,right,41.06541083820612,96
10243.pts,left,51.7893225333025,96
10243.pts,right,49.256967423850135,96
10244.pts,left,184.73024348300035,96
10244.pts,right,361.94077995334584,96
10245.pts,left,123.21889823294916,96
10245.pts,right,184.0103536350829,96
10246.pts,left,12.17315927852502,96
10246.pts,right,38.71020245904108,96
10247.pts,left,361.09154253283424,96
10247.pts,right,422.9278897316895,96
10248.pts,left,359.58369709056547,96
10248.pts,right,542.6494529653962,96
10249.pts,left,812.5183634052879,96
10249.pts,right,640.7833965609474,96
1025.pts,left,238.97264512953655,96
1025.pts,right,160.28360209154812,96
10250.pts,left,133.91830585441352,96
10250.pts,right,39.121773349609335,96
10251.pts,left,627.9921990027974,96
10251.pts,right,584.4613859796425,96
10252.pts,left,216.21559441688706,96
10252.pts,right,231.5261691652366,96
10253.pts,left,132.1721898952587,96
10253.pts,right,99.7467191051151,96
10254.pts,left,137.1779764023524,96
10254.pts,right,114.85266106725183,96
10255.pts,left,98.82451226110221,96
10255.pts,right,222.0844783531508,96
10256.pts,left,172.71489155218654,96
10256.pts,right,109.10029155939381,96
10257.pts,left,93.1767513308904,96
10257.pts,right,82.78101433137948,96
10258.pts,left,107.42567912169893,96
10258.pts,right,100.69431944254642,96
10259.pts,left,191.19836989910723,96
10259.pts,right,176.39656901242208,96
1026.pts,left,3667.0736629392836,96
1026.pts,right,2641.586909389059,96
10260.pts,left,492.6739032070365,96
10260.pts,right,459.62053581951915,96
10261.pts,left,45.67172115011537,96
10261.pts,right,40.66020996307552,96
10262.pts,left,35.50851602491014,96
10262.pts,right,67.84639039796015,96
10263.pts,left,43.65531826700928,96
10263.pts,right,41.79621955319065,96
10265.pts,left,65.19937693049546,96
10265.pts,right,67.00767486937448,96
10266.pts,left,372.18299639558813,96
10266.pts,right,493.2424720488735,96
10267.pts,left,888.8340673220446,96
10267.pts,right,1106.0183542058428,96
10268.pts,left,37.58098071618623,96
10268.pts,right,40.39154724252573,96
10269.pts,left,111.09425299897751,96
10269.pts,right,96.59888515411932,96
10270.pts,left,77.12574578012386,96
10270.pts,right,41.830007382179986,96
10271.pts,left,47.41669295867908,96
10271.pts,right,94.34655564404582,96
10272.pts,left,60.53559528251217,96
10272.pts,right,58.87666087568913,96
10273.pts,left,27.351351413976005,96
10273.pts,right,20.826808451528937,96
10274.pts,left,31.43464877005067,96
10274.pts,right,28.64504495702424,96
10275.pts,left,24.808178404754155,96
10275.pts,right,23.023399562943396,96
10276.pts,left,54.46098982364879,96
10276.pts,right,34.61729776356621,96
10277.pts,left,257.7959066186969,96
10277.pts,right,223.43420429556977,96
10278.pts,left,14.608234447860005,96
10278.pts,right,42.135585387205765,96
10279.pts,left,285.1949770797512,96
10279.pts,right,304.8745941402457,96
1028.pts,left,396.31865100666334,96
1028.pts,right,537.8959272726721,96
10280.pts,left,113.34237041870082,96
10280.pts,right,108.4663823027492,96
10281.pts,left,127.76088722780374,96
10281.pts,right,124.22057375752946,96
10282.pts,left,38.52525340886584,96
10282.pts,right,36.98058858796426,96
10283.pts,left,70.03385038305991,96
10283.pts,right,64.3502930116896,96
10284.pts,left,285.8383344145018,96
10284.pts,right,111.4296957691657,96
10285.pts,left,29.163039480394406,96
10285.pts,right,35.645255590486975,96
10286.pts,left,55.79689895431206,96
10286.pts,right,50.398038905128764,96
10287.pts,left,440.43908459676396,96
10287.pts,right,441.8783159974109,96
10288.pts,left,91.56986176969659,96
10288.pts,right,135.0069979104449,96
10289.pts,left,27.88228825188139,96
10289.pts,right,20.319875126826165,96
1029.pts,left,108.3527348394393,96
1029.pts,right,42.75708238580858,96
10290.pts,left,82.47818609259008,96
10290.pts,right,81.99961611356112,96
10291.pts,left,57.44671401579358,96
10291.pts,right,70.36157251477006,96
10292.pts,left,70.19842603034354,96
10292.pts,right,84.1567208959784,96
10293.pts,left,216.94521142105833,96
10293.pts,right,189.01115958335652,96
10294.pts,left,335.8285071521987,96
10294.pts,right,461.51781387252566,96
10295.pts,left,367.3579802713759,96
10295.pts,right,360.9192041846354,96
10296.pts,left,13.927137247828176,96
10296.pts,right,22.622158839885422,96
10297.pts,left,382.57636472150637,96
10297.pts,right,361.0915558846022,96
10298.pts,left,86859.01668104008,96
10298.pts,right,79000.24810957487,96
10299.pts,left,24825.71546164622,96
10299.pts,right,18788.772489589734,96
1030.pts,left,165.8584391513539,96
1030.pts,right,38.63431449596681,96
10300.pts,left,1333.702015652867,96
10300.pts,right,1314.136224428327,96
10301.pts,left,1094.8754557161817,96
10301.pts,right,1173.2710082886763,96
10302.pts,left,450.9041975613779,96
10302.pts,right,356.3185207269691,96
10303.pts,left,805.4893580680285,96
10303.pts,right,839.9560953527339,96
10304.pts,left,2970.5887964424605,96
10304.pts,right,3803.7935783775733,96
10305.pts,left,2657.1398374157498,96
10305.pts,right,2925.049252741795,96
10306.pts,left,50709.15471778519,96
10306.pts,right,66457.82246449015,96
10307.pts,left,2954.1247568916206,96
10307.pts,right,3151.4778585702115,96
10308.pts,left,458.1457809472054,96
10308.pts,right,318.8234919786556,96
10309.pts,left,21989.613411443836,96
10309.pts,right,21590.911237057808,96
1031.pts,left,1636.5758769996294,96
1031.pts,right,721.857493806441,96
10310.pts,left,2105.921326586533,96
10310.pts,right,2492.863459731571,96
10311.pts,left,8191.374243766726,96
10311.pts,right,15494.640909149248,96
10312.pts,left,995.6877999534686,96
10312.pts,right,1147.134752481952,96
10313.pts,left,68.04430069949254,96
10313.pts,right,37.995086872025674,96
10314.pts,left,92.72635323491744,96
10314.pts,right,60.968335795176856,96
10316.pts,left,524.4624298747638,96
10316.pts,right,582.6098984721586,96
10317.pts,left,2415.24537402276,96
10317.pts,right,3087.428092406161,96
10318.pts,left,2008.8301438279595,96
10318.pts,right,2360.2141462989007,96
10319.pts,left,449.73072683506325,96
10319.pts,right,568.537039321758,96
10320.pts,left,3413.1494041432575,96
10320.pts,right,2817.987128059472,96
10321.pts,left,942.3694678535901,96
10321.pts,right,2090.831091365931,96
10322.pts,left,567.7301380038439,96
10322.pts,right,1029.5591010596365,96
10323.pts,left,4644.264360680226,96
10323.pts,right,9308.656591070896,96
10324.pts,left,617.7427713836847,96
10324.pts,right,794.6509812228687,96
10325.pts,left,236.0533954671464,96
10325.pts,right,308.3380898232846,96
10326.pts,left,356.4723062252169,96
10326.pts,right,315.5180674498415,96
10327.pts,left,48.59415656199027,96
10327.pts,right,82.43250271028404,96
10328.pts,left,1155.0642725768137,96
10328.pts,right,1486.2184064631995,96
10329.pts,left,1287.6521174330924,96
10329.pts,right,1518.6382948177368,96
1033.pts,left,481.2931486289235,96
1033.pts,right,307.6371885467639,96
10330.pts,left,24112.362372686763,96
10330.pts,right,22531.047139959715,96
10331.pts,left,1402.448915572438,96
10331.pts,right,1481.082186526918,96
10332.pts,left,1783.7603500387675,96
10332.pts,right,1817.3324404500927,96
10333.pts,left,4898.180483536671,96
10333.pts,right,5043.770472465882,96
10334.pts,left,493.6161868352343,96
10334.pts,right,428.8947306212852,96
10335.pts,left,264.52172479020675,96
10335.pts,right,503.19140458534116,96
10336.pts,left,140.0844239001468,96
10336.pts,right,376.5619784450907,96
10337.pts,left,151.8805831590618,96
10337.pts,right,160.13149184758197,96
10338.pts,left,5924.790427059114,96
10338.pts,right,5048.264142107644,96
1034.pts,left,108.54144428875509,96
1034.pts,right,160.69928820669463,96
10340.pts,left,3366.187904310861,96
10340.pts,right,3283.456065416566,96
10341.pts,left,1075.229608420519,96
10341.pts,right,805.4740171475058,96
10342.pts,left,320.0696743433392,96
10342.pts,right,370.3272106657575,96
10343.pts,left,2344.2546962701063,96
10343.pts,right,2373.258856421568,96
10344.pts,left,1784.5583796735618,96
10344.pts,right,1351.9362749452353,96
10345.pts,left,135.91607734775488,96
10345.pts,right,156.3572259795242,96
10346.pts,left,4581.208665902988,96
10346.pts,right,5259.115985605844,96
10347.pts,left,88.5816974327254,96
10347.pts,right,100.70277390470903,96
10348.pts,left,20355.65493368849,96
10348.pts,right,32659.65239756864,96
10350.pts,left,845.374086043119,96
10350.pts,right,1002.3843283585388,96
10351.pts,left,2920.832410732601,96
10351.pts,right,4639.157117398323,96
10352.pts,left,2635.1724250566417,96
10352.pts,right,2211.5585705761773,96
10353.pts,left,1888.0670675804247,96
10353.pts,right,1922.5573118321652,96
10354.pts,left,83509.4697869064,96
10354.pts,right,56094.415517135174,96
10355.pts,left,2302.3598403069086,96
10355.pts,right,3282.169815964559,96
10356.pts,left,62.77690495822188,96
10356.pts,right,29.518299329775928,96
10357.pts,left,50.665359118417854,96
10357.pts,right,47.183742816217766,96
10358.pts,left,150.34433065062217,96
