label,Facelandmark_pts,Head_yaw,Head_pitch,Head_roll
10137.pts,68,None,None,None
10138.pts,68,None,None,None
10139.pts,68,None,None,None
1014.pts,68,None,None,None
10140.pts,68,None,None,None
10141.pts,68,None,None,None
10142.pts,68,None,None,None
10143.pts,68,None,None,None
10144.pts,68,None,None,None
10145.pts,68,None,None,None
10146.pts,68,None,None,None
10147.pts,68,None,None,None
10148.pts,68,None,None,None
10149.pts,68,None,None,None
1015.pts,68,None,None,None
10150.pts,68,None,None,None
10151.pts,68,None,None,None
10152.pts,68,None,None,None
10153.pts,68,None,None,None
10155.pts,68,None,None,None
10156.pts,68,None,None,None
10157.pts,68,None,None,None
10158.pts,68,None,None,None
10159.pts,68,None,None,None
1016.pts,68,None,None,None
10160.pts,68,None,None,None
10161.pts,68,None,None,None
10162.pts,68,None,None,None
10163.pts,68,None,None,None
10164.pts,68,None,None,None
10165.pts,68,None,None,None
10166.pts,68,None,None,None
10167.pts,68,None,None,None
10168.pts,68,None,None,None
10169.pts,68,None,None,None
1017.pts,68,None,None,None
10170.pts,68,None,None,None
10171.pts,68,None,None,None
10172.pts,68,None,None,None
10173.pts,68,None,None,None
10174.pts,68,None,None,None
10175.pts,68,None,None,None
10176.pts,68,None,None,None
10177.pts,68,None,None,None
10178.pts,68,None,None,None
10179.pts,68,None,None,None
1018.pts,68,None,None,None
10180.pts,68,None,None,None
10181.pts,68,None,None,None
10182.pts,68,None,None,None
10183.pts,68,None,None,None
10184.pts,68,None,None,None
10185.pts,68,None,None,None
10186.pts,68,None,None,None
10187.pts,68,None,None,None
10188.pts,68,None,None,None
10189.pts,68,None,None,None
1019.pts,68,None,None,None
10190.pts,68,None,None,None
10191.pts,68,None,None,None
10192.pts,68,None,None,None
10193.pts,68,None,None,None
10194.pts,68,None,None,None
10195.pts,68,None,None,None
10196.pts,68,None,None,None
10197.pts,68,None,None,None
10198.pts,68,None,None,None
10199.pts,68,None,None,None
102.pts,68,None,None,None
1020.pts,68,None,None,None
10200.pts,68,None,None,None
10201.pts,68,None,None,None
10202.pts,68,None,None,None
10203.pts,68,None,None,None
10204.pts,68,None,None,None
10205.pts,68,None,None,None
10206.pts,68,None,None,None
10207.pts,68,None,None,None
10208.pts,68,None,None,None
10209.pts,68,None,None,None
1021.pts,68,None,None,None
10210.pts,68,None,None,None
10211.pts,68,None,None,None
10212.pts,68,None,None,None
10213.pts,68,None,None,None
10214.pts,68,None,None,None
10215.pts,68,None,None,None
10216.pts,68,None,None,None
10217.pts,68,None,None,None
10218.pts,68,None,None,None
10219.pts,68,None,None,None
1022.pts,68,None,None,None
10220.pts,68,None,None,None
10221.pts,68,None,None,None
10222.pts,68,None,None,None
10223.pts,68,None,None,None
10224.pts,68,None,None,None
10225.pts,68,None,None,None
10226.pts,68,None,None,None
10227.pts,68,None,None,None
10228.pts,68,None,None,None
10229.pts,68,None,None,None
10230.pts,68,None,None,None
10231.pts,68,None,None,None
10232.pts,68,None,None,None
10233.pts,68,None,None,None
10234.pts,68,None,None,None
10235.pts,68,None,None,None
10236.pts,68,None,None,None
10237.pts,68,None,None,None
10238.pts,68,None,None,None
10239.pts,68,None,None,None
1024.pts,68,None,None,None
10240.pts,68,None,None,None
10241.pts,68,None,None,None
10242.pts,68,None,None,None
10243.pts,68,None,None,None
10244.pts,68,None,None,None
10245.pts,68,None,None,None
10246.pts,68,None,None,None
10247.pts,68,None,None,None
10248.pts,68,None,None,None
10249.pts,68,None,None,None
1025.pts,68,None,None,None
10250.pts,68,None,None,None
10251.pts,68,None,None,None
10252.pts,68,None,None,None
10253.pts,68,None,None,None
10254.pts,68,None,None,None
10255.pts,68,None,None,None
10256.pts,68,None,None,None
10257.pts,68,None,None,None
10258.pts,68,None,None,None
10259.pts,68,None,None,None
1026.pts,68,None,None,None
10260.pts,68,None,None,None
10261.pts,68,None,None,None
10262.pts,68,None,None,None
10263.pts,68,None,None,None
10265.pts,68,None,None,None
10266.pts,68,None,None,None
10267.pts,68,None,None,None
10268.pts,68,None,None,None
10269.pts,68,None,None,None
10270.pts,68,None,None,None
10271.pts,68,None,None,None
10272.pts,68,None,None,None
10273.pts,68,None,None,None
10274.pts,68,None,None,None
10275.pts,68,None,None,None
10276.pts,68,None,None,None
10277.pts,68,None,None,None
10278.pts,68,None,None,None
10279.pts,68,None,None,None
1028.pts,68,None,None,None
10280.pts,68,None,None,None
10281.pts,68,None,None,None
10282.pts,68,None,None,None
10283.pts,68,None,None,None
10284.pts,68,None,None,None
10285.pts,68,None,None,None
10286.pts,68,None,None,None
10287.pts,68,None,None,None
10288.pts,68,None,None,None
10289.pts,68,None,None,None
1029.pts,68,None,None,None
10290.pts,68,None,None,None
10291.pts,68,None,None,None
10292.pts,68,None,None,None
10293.pts,68,None,None,None
10294.pts,68,None,None,None
10295.pts,68,None,None,None
10296.pts,68,None,None,None
10297.pts,68,None,None,None
10298.pts,68,None,None,None
10299.pts,68,None,None,None
1030.pts,68,None,None,None
10300.pts,68,None,None,None
10301.pts,68,None,None,None
10302.pts,68,None,None,None
10303.pts,68,None,None,None
10304.pts,68,None,None,None
10305.pts,68,None,None,None
10306.pts,68,None,None,None
10307.pts,68,None,None,None
10308.pts,68,None,None,None
10309.pts,68,None,None,None
1031.pts,68,None,None,None
10310.pts,68,None,None,None
10311.pts,68,None,None,None
10312.pts,68,None,None,None
10313.pts,68,None,None,None
10314.pts,68,None,None,None
10316.pts,68,None,None,None
10317.pts,68,None,None,None
10318.pts,68,None,None,None
10319.pts,68,None,None,None
10320.pts,68,None,None,None
10321.pts,68,None,None,None
10322.pts,68,None,None,None
10323.pts,68,None,None,None
10324.pts,68,None,None,None
10325.pts,68,None,None,None
10326.pts,68,None,None,None
10327.pts,68,None,None,None
10328.pts,68,None,None,None
10329.pts,68,None,None,None
1033.pts,68,None,None,None
10330.pts,68,None,None,None
10331.pts,68,None,None,None
10332.pts,68,None,None,None
10333.pts,68,None,None,None
10334.pts,68,None,None,None
10335.pts,68,None,None,None
10336.pts,68,None,None,None
10337.pts,68,None,None,None
10338.pts,68,None,None,None
1034.pts,68,None,None,None
10340.pts,68,None,None,None
10341.pts,68,None,None,None
10342.pts,68,None,None,None
10343.pts,68,None,None,None
10344.pts,68,None,None,None
10345.pts,68,None,None,None
10346.pts,68,None,None,None
10347.pts,68,None,None,None
10348.pts,68,None,None,None
10350.pts,68,None,None,None
10351.pts,68,None,None,None
10352.pts,68,None,None,None
10353.pts,68,None,None,None
10354.pts,68,None,None,None
10355.pts,68,None,None,None
10356.pts,68,None,None,None
10357.pts,68,None,None,None
10358.pts,68,None,None,None
10359.pts,68,None,None,None
1036.pts,68,None,None,None
10360.pts,68,None,None,None
10361.pts,68,None,None,None
10362.pts,68,None,None,None
10363.pts,68,None,None,None
10364.pts,68,None,None,None
10365.pts,68,None,None,None
10366.pts,68,None,None,None
10367.pts,68,None,None,None
10368.pts,68,None,None,None
10369.pts,68,None,None,None
1037.pts,68,None,None,None
10370.pts,68,None,None,None
10371.pts,68,None,None,None
10372.pts,68,None,None,None
10373.pts,68,None,None,None
10374.pts,68,None,None,None
10375.pts,68,None,None,None
10376.pts,68,None,None,None
10377.pts,68,None,None,None
10378.pts,68,None,None,None
10379.pts,68,None,None,None
10380.pts,68,None,None,None
10381.pts,68,None,None,None
10382.pts,68,None,None,None
10383.pts,68,None,None,None
10384.pts,68,None,None,None
10385.pts,68,None,None,None
10386.pts,68,None,None,None
10387.pts,68,None,None,None
10388.pts,68,None,None,None
10389.pts,68,None,None,None
1039.pts,68,None,None,None
10390.pts,68,None,None,None
10391.pts,68,None,None,None
10392.pts,68,None,None,None
10393.pts,68,None,None,None
10394.pts,68,None,None,None
10395.pts,68,None,None,None
10396.pts,68,None,None,None
10397.pts,68,None,None,None
10398.pts,68,None,None,None
10399.pts,68,None,None,None
104.pts,68,None,None,None
1040.pts,68,None,None,None
10400.pts,68,None,None,None
10401.pts,68,None,None,None
10402.pts,68,None,None,None
10403.pts,68,None,None,None
10404.pts,68,None,None,None
10405.pts,68,None,None,None
10406.pts,68,None,None,None
10407.pts,68,None,None,None
10408.pts,68,None,None,None
10409.pts,68,None,None,None
1041.pts,68,None,None,None
10410.pts,68,None,None,None
10411.pts,68,None,None,None
10412.pts,68,None,None,None
10413.pts,68,None,None,None
10414.pts,68,None,None,None
10415.pts,68,None,None,None
10416.pts,68,None,None,None
10417.pts,68,None,None,None
10418.pts,68,None,None,None
10419.pts,68,None,None,None
1042.pts,68,None,None,None
10420.pts,68,None,None,None
10421.pts,68,None,None,None
10422.pts,68,None,None,None
10423.pts,68,None,None,None
10424.pts,68,None,None,None
10425.pts,68,None,None,None
10426.pts,68,None,None,None
10427.pts,68,None,None,None
10428.pts,68,None,None,None
1043.pts,68,None,None,None
10430.pts,68,None,None,None
10431.pts,68,None,None,None
10432.pts,68,None,None,None
10433.pts,68,None,None,None
10434.pts,68,None,None,None
10435.pts,68,None,None,None
10436.pts,68,None,None,None
10437.pts,68,None,None,None
10438.pts,68,None,None,None
10439.pts,68,None,None,None
10440.pts,68,None,None,None
10441.pts,68,None,None,None
10442.pts,68,None,None,None
10443.pts,68,None,None,None
10444.pts,68,None,None,None
10445.pts,68,None,None,None
10446.pts,68,None,None,None
10449.pts,68,None,None,None
1045.pts,68,None,None,None
10447.pts,68,None,None,None
10452.pts,68,None,None,None
10453.pts,68,None,None,None
10451.pts,68,None,None,None
10450.pts,68,None,None,None
10454.pts,68,None,None,None
10448.pts,68,None,None,None
10455.pts,68,None,None,None
10456.pts,68,None,None,None
10457.pts,68,None,None,None
10458.pts,68,None,None,None
10459.pts,68,None,None,None
1046.pts,68,None,None,None
10460.pts,68,None,None,None
10461.pts,68,None,None,None
10462.pts,68,None,None,None
10463.pts,68,None,None,None
10464.pts,68,None,None,None
10465.pts,68,None,None,None
10466.pts,68,None,None,None
10467.pts,68,None,None,None
10468.pts,68,None,None,None
10469.pts,68,None,None,None
10470.pts,68,None,None,None
10471.pts,68,None,None,None
10472.pts,68,None,None,None
10473.pts,68,None,None,None
10474.pts,68,None,None,None
10475.pts,68,None,None,None
10476.pts,68,None,None,None
10477.pts,68,None,None,None
10478.pts,68,None,None,None
10479.pts,68,None,None,None
10480.pts,68,None,None,None
10481.pts,68,None,None,None
10482.pts,68,None,None,None
10483.pts,68,None,None,None
10484.pts,68,None,None,None
10485.pts,68,None,None,None
10486.pts,68,None,None,None
10487.pts,68,None,None,None
10488.pts,68,None,None,None
10489.pts,68,None,None,None
1049.pts,68,None,None,None
10490.pts,68,None,None,None
10491.pts,68,None,None,None
10492.pts,68,None,None,None
10493.pts,68,None,None,None
10494.pts,68,None,None,None
10495.pts,68,None,None,None
10496.pts,68,None,None,None
10497.pts,68,None,None,None
10498.pts,68,None,None,None
10499.pts,68,None,None,None
1050.pts,68,None,None,None
10500.pts,68,None,None,None
10501.pts,68,None,None,None
10502.pts,68,None,None,None
10503.pts,68,None,None,None
10504.pts,68,None,None,None
10505.pts,68,None,None,None
10506.pts,68,None,None,None
10507.pts,68,None,None,None
10508.pts,68,None,None,None
10509.pts,68,None,None,None
1051.pts,68,None,None,None
10510.pts,68,None,None,None
10511.pts,68,None,None,None
10512.pts,68,None,None,None
10513.pts,68,None,None,None
10514.pts,68,None,None,None
10515.pts,68,None,None,None
10516.pts,68,None,None,None
10517.pts,68,None,None,None
10518.pts,68,None,None,None
10519.pts,68,None,None,None
1052.pts,68,None,None,None
10520.pts,68,None,None,None
10521.pts,68,None,None,None
10522.pts,68,None,None,None
10523.pts,68,None,None,None
10524.pts,68,None,None,None
10525.pts,68,None,None,None
10526.pts,68,None,None,None
10527.pts,68,None,None,None
10528.pts,68,None,None,None
10529.pts,68,None,None,None
1053.pts,68,None,None,None
10530.pts,68,None,None,None
10531.pts,68,None,None,None
10532.pts,68,None,None,None
10533.pts,68,None,None,None
10534.pts,68,None,None,None
10535.pts,68,None,None,None
10536.pts,68,None,None,None
10537.pts,68,None,None,None
10538.pts,68,None,None,None
10539.pts,68,None,None,None
10540.pts,68,None,None,None
10541.pts,68,None,None,None
10542.pts,68,None,None,None
10543.pts,68,None,None,None
10544.pts,68,None,None,None
10545.pts,68,None,None,None
10546.pts,68,None,None,None
10547.pts,68,None,None,None
10548.pts,68,None,None,None
10549.pts,68,None,None,None
1055.pts,68,None,None,None
10550.pts,68,None,None,None
10551.pts,68,None,None,None
10552.pts,68,None,None,None
10553.pts,68,None,None,None
10554.pts,68,None,None,None
10555.pts,68,None,None,None
10556.pts,68,None,None,None
10557.pts,68,None,None,None
10558.pts,68,None,None,None
10559.pts,68,None,None,None
1056.pts,68,None,None,None
10560.pts,68,None,None,None
10561.pts,68,None,None,None
10562.pts,68,None,None,None
10563.pts,68,None,None,None
10564.pts,68,None,None,None
10565.pts,68,None,None,None
10566.pts,68,None,None,None
10567.pts,68,None,None,None
10568.pts,68,None,None,None
10569.pts,68,None,None,None
1057.pts,68,None,None,None
10570.pts,68,None,None,None
10571.pts,68,None,None,None
10572.pts,68,None,None,None
10573.pts,68,None,None,None
10574.pts,68,None,None,None
10575.pts,68,None,None,None
10576.pts,68,None,None,None
10577.pts,68,None,None,None
10578.pts,68,None,None,None
10579.pts,68,None,None,None
10580.pts,68,None,None,None
10581.pts,68,None,None,None
10582.pts,68,None,None,None
10583.pts,68,None,None,None
10584.pts,68,None,None,None
10585.pts,68,None,None,None
10586.pts,68,None,None,None
10587.pts,68,None,None,None
10588.pts,68,None,None,None
10589.pts,68,None,None,None
1059.pts,68,None,None,None
10590.pts,68,None,None,None
10591.pts,68,None,None,None
10592.pts,68,None,None,None
10593.pts,68,None,None,None
10594.pts,68,None,None,None
10595.pts,68,None,None,None
10596.pts,68,None,None,None
10597.pts,68,None,None,None
10599.pts,68,None,None,None
10600.pts,68,None,None,None
10601.pts,68,None,None,None
10602.pts,68,None,None,None
10603.pts,68,None,None,None
10604.pts,68,None,None,None
10606.pts,68,None,None,None
10607.pts,68,None,None,None
10608.pts,68,None,None,None
10609.pts,68,None,None,None
10610.pts,68,None,None,None
10611.pts,68,None,None,None
10612.pts,68,None,None,None
10615.pts,68,None,None,None
10616.pts,68,None,None,None
10617.pts,68,None,None,None
10618.pts,68,None,None,None
10619.pts,68,None,None,None
1062.pts,68,None,None,None
10620.pts,68,None,None,None
10621.pts,68,None,None,None
10622.pts,68,None,None,None
10623.pts,68,None,None,None
10624.pts,68,None,None,None
10625.pts,68,None,None,None
10627.pts,68,None,None,None
10628.pts,68,None,None,None
10629.pts,68,None,None,None
1063.pts,68,None,None,None
10630.pts,68,None,None,None
10631.pts,68,None,None,None
10632.pts,68,None,None,None
10633.pts,68,None,None,None
10634.pts,68,None,None,None
10635.pts,68,None,None,None
10636.pts,68,None,None,None
10637.pts,68,None,None,None
10639.pts,68,None,None,None
10640.pts,68,None,None,None
10641.pts,68,None,None,None
10642.pts,68,None,None,None
10643.pts,68,None,None,None
10644.pts,68,None,None,None
10645.pts,68,None,None,None
10646.pts,68,None,None,None
10647.pts,68,None,None,None
10648.pts,68,None,None,None
10649.pts,68,None,None,None
10650.pts,68,None,None,None
10651.pts,68,None,None,None
10652.pts,68,None,None,None
10653.pts,68,None,None,None
10655.pts,68,None,None,None
10656.pts,68,None,None,None
10657.pts,68,None,None,None
10658.pts,68,None,None,None
10659.pts,68,None,None,None
1066.pts,68,None,None,None
10660.pts,68,None,None,None
10661.pts,68,None,None,None
10662.pts,68,None,None,None
10663.pts,68,None,None,None
10664.pts,68,None,None,None
10665.pts,68,None,None,None
10666.pts,68,None,None,None
10667.pts,68,None,None,None
10668.pts,68,None,None,None
10669.pts,68,None,None,None
1067.pts,68,None,None,None
10670.pts,68,None,None,None
10671.pts,68,None,None,None
10672.pts,68,None,None,None
10673.pts,68,None,None,None
10675.pts,68,None,None,None
10676.pts,68,None,None,None
10677.pts,68,None,None,None
10678.pts,68,None,None,None
10679.pts,68,None,None,None
1068.pts,68,None,None,None
10680.pts,68,None,None,None
10681.pts,68,None,None,None
10682.pts,68,None,None,None
10683.pts,68,None,None,None
10684.pts,68,None,None,None
10685.pts,68,None,None,None
10686.pts,68,None,None,None
10687.pts,68,None,None,None
10688.pts,68,None,None,None
10689.pts,68,None,None,None
1069.pts,68,None,None,None
10690.pts,68,None,None,None
10691.pts,68,None,None,None
10692.pts,68,None,None,None
10693.pts,68,None,None,None
10694.pts,68,None,None,None
10695.pts,68,None,None,None
10696.pts,68,None,None,None
10697.pts,68,None,None,None
10698.pts,68,None,None,None
10699.pts,68,None,None,None
107.pts,68,None,None,None
10700.pts,68,None,None,None
10701.pts,68,None,None,None
10702.pts,68,None,None,None
10703.pts,68,None,None,None
10704.pts,68,None,None,None
10705.pts,68,None,None,None
10706.pts,68,None,None,None
10707.pts,68,None,None,None
10708.pts,68,None,None,None
10709.pts,68,None,None,None
10710.pts,68,None,None,None
10711.pts,68,None,None,None
10712.pts,68,None,None,None
10713.pts,68,None,None,None
10714.pts,68,None,None,None
10715.pts,68,None,None,None
10716.pts,68,None,None,None
10717.pts,68,None,None,None
10718.pts,68,None,None,None
10719.pts,68,None,None,None
1072.pts,68,None,None,None
10720.pts,68,None,None,None
10721.pts,68,None,None,None
10722.pts,68,None,None,None
10723.pts,68,None,None,None
10724.pts,68,None,None,None
10725.pts,68,None,None,None
10726.pts,68,None,None,None
10727.pts,68,None,None,None
10728.pts,68,None,None,None
10729.pts,68,None,None,None
1073.pts,68,None,None,None
10730.pts,68,None,None,None
10731.pts,68,None,None,None
10732.pts,68,None,None,None
10733.pts,68,None,None,None
10734.pts,68,None,None,None
10735.pts,68,None,None,None
10736.pts,68,None,None,None
10737.pts,68,None,None,None
10738.pts,68,None,None,None
10739.pts,68,None,None,None
1074.pts,68,None,None,None
10740.pts,68,None,None,None
10741.pts,68,None,None,None
10742.pts,68,None,None,None
10743.pts,68,None,None,None
10744.pts,68,None,None,None
10745.pts,68,None,None,None
10746.pts,68,None,None,None
10747.pts,68,None,None,None
10748.pts,68,None,None,None
10749.pts,68,None,None,None
1075.pts,68,None,None,None
10750.pts,68,None,None,None
10751.pts,68,None,None,None
10752.pts,68,None,None,None
10753.pts,68,None,None,None
10754.pts,68,None,None,None
10755.pts,68,None,None,None
10757.pts,68,None,None,None
10758.pts,68,None,None,None
10759.pts,68,None,None,None
1076.pts,68,None,None,None
10760.pts,68,None,None,None
10761.pts,68,None,None,None
10762.pts,68,None,None,None
10763.pts,68,None,None,None
10764.pts,68,None,None,None
10765.pts,68,None,None,None
10766.pts,68,None,None,None
10767.pts,68,None,None,None
10768.pts,68,None,None,None
10769.pts,68,None,None,None
1077.pts,68,None,None,None
10770.pts,68,None,None,None
10771.pts,68,None,None,None
10772.pts,68,None,None,None
10773.pts,68,None,None,None
10774.pts,68,None,None,None
10776.pts,68,None,None,None
10777.pts,68,None,None,None
10778.pts,68,None,None,None
10779.pts,68,None,None,None
1078.pts,68,None,None,None
10780.pts,68,None,None,None
10781.pts,68,None,None,None
10782.pts,68,None,None,None
10783.pts,68,None,None,None
10784.pts,68,None,None,None
10785.pts,68,None,None,None
10786.pts,68,None,None,None
10787.pts,68,None,None,None
10788.pts,68,None,None,None
10789.pts,68,None,None,None
10790.pts,68,None,None,None
10791.pts,68,None,None,None
10792.pts,68,None,None,None
10793.pts,68,None,None,None
10794.pts,68,None,None,None
10795.pts,68,None,None,None
10796.pts,68,None,None,None
10797.pts,68,None,None,None
10798.pts,68,None,None,None
10799.pts,68,None,None,None
1080.pts,68,None,None,None
10800.pts,68,None,None,None
10802.pts,68,None,None,None
10803.pts,68,None,None,None
10804.pts,68,None,None,None
10805.pts,68,None,None,None
10807.pts,68,None,None,None
10808.pts,68,None,None,None
1081.pts,68,None,None,None
10810.pts,68,None,None,None
10811.pts,68,None,None,None
10812.pts,68,None,None,None
10813.pts,68,None,None,None
10814.pts,68,None,None,None
10815.pts,68,None,None,None
10816.pts,68,None,None,None
10817.pts,68,None,None,None
10818.pts,68,None,None,None
10819.pts,68,None,None,None
1082.pts,68,None,None,None
10820.pts,68,None,None,None
10821.pts,68,None,None,None
10822.pts,68,None,None,None
10823.pts,68,None,None,None
10824.pts,68,None,None,None
10825.pts,68,None,None,None
10826.pts,68,None,None,None
10827.pts,68,None,None,None
10828.pts,68,None,None,None
10829.pts,68,None,None,None
1083.pts,68,None,None,None
10830.pts,68,None,None,None
10831.pts,68,None,None,None
10832.pts,68,None,None,None
10833.pts,68,None,None,None
10834.pts,68,None,None,None
10835.pts,68,None,None,None
10837.pts,68,None,None,None
10838.pts,68,None,None,None
10839.pts,68,None,None,None
1084.pts,68,None,None,None
10840.pts,68,None,None,None
10841.pts,68,None,None,None
10842.pts,68,None,None,None
10843.pts,68,None,None,None
10844.pts,68,None,None,None
10845.pts,68,None,None,None
10846.pts,68,None,None,None
10847.pts,68,None,None,None
10848.pts,68,None,None,None
10849.pts,68,None,None,None
1085.pts,68,None,None,None
10850.pts,68,None,None,None
10851.pts,68,None,None,None
10852.pts,68,None,None,None
10853.pts,68,None,None,None
10854.pts,68,None,None,None
10855.pts,68,None,None,None
10856.pts,68,None,None,None
10857.pts,68,None,None,None
10858.pts,68,None,None,None
10859.pts,68,None,None,None
10861.pts,68,None,None,None
10860.pts,68,None,None,None
10864.pts,68,None,None,None
10862.pts,68,None,None,None
10863.pts,68,None,None,None
10865.pts,68,None,None,None
10866.pts,68,None,None,None
10867.pts,68,None,None,None
10868.pts,68,None,None,None
10869.pts,68,None,None,None
1087.pts,68,None,None,None
10870.pts,68,None,None,None
10871.pts,68,None,None,None
10872.pts,68,None,None,None
10873.pts,68,None,None,None
10874.pts,68,None,None,None
10875.pts,68,None,None,None
10876.pts,68,None,None,None
10877.pts,68,None,None,None
10878.pts,68,None,None,None
10879.pts,68,None,None,None
1088.pts,68,None,None,None
10880.pts,68,None,None,None
10881.pts,68,None,None,None
10882.pts,68,None,None,None
10883.pts,68,None,None,None
10884.pts,68,None,None,None
10885.pts,68,None,None,None
10887.pts,68,None,None,None
10888.pts,68,None,None,None
10889.pts,68,None,None,None
1089.pts,68,None,None,None
10890.pts,68,None,None,None
10891.pts,68,None,None,None
10892.pts,68,None,None,None
10893.pts,68,None,None,None
10894.pts,68,None,None,None
10895.pts,68,None,None,None
10896.pts,68,None,None,None
10897.pts,68,None,None,None
10898.pts,68,None,None,None
10899.pts,68,None,None,None
109.pts,68,None,None,None
1090.pts,68,None,None,None
10900.pts,68,None,None,None
10901.pts,68,None,None,None
10902.pts,68,None,None,None
10903.pts,68,None,None,None
10904.pts,68,None,None,None
10905.pts,68,None,None,None
10906.pts,68,None,None,None
10907.pts,68,None,None,None
10908.pts,68,None,None,None
10909.pts,68,None,None,None
1091.pts,68,None,None,None
10910.pts,68,None,None,None
10911.pts,68,None,None,None
10912.pts,68,None,None,None
10913.pts,68,None,None,None
10914.pts,68,None,None,None
10915.pts,68,None,None,None
10916.pts,68,None,None,None
10917.pts,68,None,None,None
10918.pts,68,None,None,None
10919.pts,68,None,None,None
10920.pts,68,None,None,None
10921.pts,68,None,None,None
10922.pts,68,None,None,None
10923.pts,68,None,None,None
10924.pts,68,None,None,None
10925.pts,68,None,None,None
10926.pts,68,None,None,None
10927.pts,68,None,None,None
10928.pts,68,None,None,None
10929.pts,68,None,None,None
1093.pts,68,None,None,None
10930.pts,68,None,None,None
10931.pts,68,None,None,None
10932.pts,68,None,None,None
10933.pts,68,None,None,None
10934.pts,68,None,None,None
10935.pts,68,None,None,None
10936.pts,68,None,None,None
10937.pts,68,None,None,None
10938.pts,68,None,None,None
