label,Facelandmark_pts,Head_yaw,Head_pitch,Head_roll
37.pts,68,None,None,None
370.pts,68,None,None,None
371.pts,68,None,None,None
372.pts,68,None,None,None
373.pts,68,None,None,None
374.pts,68,None,None,None
375.pts,68,None,None,None
376.pts,68,None,None,None
377.pts,68,None,None,None
378.pts,68,None,None,None
379.pts,68,None,None,None
38.pts,68,None,None,None
380.pts,68,None,None,None
381.pts,68,None,None,None
382.pts,68,None,None,None
383.pts,68,None,None,None
384.pts,68,None,None,None
385.pts,68,None,None,None
386.pts,68,None,None,None
387.pts,68,None,None,None
388.pts,68,None,None,None
389.pts,68,None,None,None
39.pts,68,None,None,None
390.pts,68,None,None,None
391.pts,68,None,None,None
392.pts,68,None,None,None
393.pts,68,None,None,None
394.pts,68,None,None,None
395.pts,68,None,None,None
396.pts,68,None,None,None
397.pts,68,None,None,None
398.pts,68,None,None,None
399.pts,68,None,None,None
4.pts,68,None,None,None
40.pts,68,None,None,None
400.pts,68,None,None,None
401.pts,68,None,None,None
402.pts,68,None,None,None
403.pts,68,None,None,None
404.pts,68,None,None,None
405.pts,68,None,None,None
406.pts,68,None,None,None
407.pts,68,None,None,None
408.pts,68,None,None,None
409.pts,68,None,None,None
41.pts,68,None,None,None
410.pts,68,None,None,None
411.pts,68,None,None,None
412.pts,68,None,None,None
413.pts,68,None,None,None
414.pts,68,None,None,None
415.pts,68,None,None,None
416.pts,68,None,None,None
417.pts,68,None,None,None
418.pts,68,None,None,None
419.pts,68,None,None,None
42.pts,68,None,None,None
420.pts,68,None,None,None
421.pts,68,None,None,None
422.pts,68,None,None,None
423.pts,68,None,None,None
424.pts,68,None,None,None
425.pts,68,None,None,None
426.pts,68,None,None,None
427.pts,68,None,None,None
428.pts,68,None,None,None
429.pts,68,None,None,None
43.pts,68,None,None,None
430.pts,68,None,None,None
431.pts,68,None,None,None
432.pts,68,None,None,None
433.pts,68,None,None,None
434.pts,68,None,None,None
435.pts,68,None,None,None
436.pts,68,None,None,None
437.pts,68,None,None,None
438.pts,68,None,None,None
439.pts,68,None,None,None
44.pts,68,None,None,None
440.pts,68,None,None,None
441.pts,68,None,None,None
442.pts,68,None,None,None
443.pts,68,None,None,None
444.pts,68,None,None,None
445.pts,68,None,None,None
446.pts,68,None,None,None
447.pts,68,None,None,None
448.pts,68,None,None,None
449.pts,68,None,None,None
45.pts,68,None,None,None
450.pts,68,None,None,None
451.pts,68,None,None,None
452.pts,68,None,None,None
453.pts,68,None,None,None
454.pts,68,None,None,None
455.pts,68,None,None,None
456.pts,68,None,None,None
457.pts,68,None,None,None
458.pts,68,None,None,None
459.pts,68,None,None,None
46.pts,68,None,None,None
460.pts,68,None,None,None
461.pts,68,None,None,None
462.pts,68,None,None,None
463.pts,68,None,None,None
464.pts,68,None,None,None
465.pts,68,None,None,None
466.pts,68,None,None,None
467.pts,68,None,None,None
468.pts,68,None,None,None
469.pts,68,None,None,None
47.pts,68,None,None,None
470.pts,68,None,None,None
471.pts,68,None,None,None
472.pts,68,None,None,None
473.pts,68,None,None,None
474.pts,68,None,None,None
475.pts,68,None,None,None
476.pts,68,None,None,None
477.pts,68,None,None,None
478.pts,68,None,None,None
479.pts,68,None,None,None
48.pts,68,None,None,None
480.pts,68,None,None,None
481.pts,68,None,None,None
482.pts,68,None,None,None
483.pts,68,None,None,None
484.pts,68,None,None,None
485.pts,68,None,None,None
486.pts,68,None,None,None
487.pts,68,None,None,None
488.pts,68,None,None,None
489.pts,68,None,None,None
49.pts,68,None,None,None
490.pts,68,None,None,None
491.pts,68,None,None,None
492.pts,68,None,None,None
493.pts,68,None,None,None
494.pts,68,None,None,None
495.pts,68,None,None,None
496.pts,68,None,None,None
497.pts,68,None,None,None
498.pts,68,None,None,None
499.pts,68,None,None,None
5.pts,68,None,None,None
50.pts,68,None,None,None
500.pts,68,None,None,None
501.pts,68,None,None,None
502.pts,68,None,None,None
503.pts,68,None,None,None
504.pts,68,None,None,None
505.pts,68,None,None,None
506.pts,68,None,None,None
507.pts,68,None,None,None
51.pts,68,None,None,None
52.pts,68,None,None,None
53.pts,68,None,None,None
54.pts,68,None,None,None
55.pts,68,None,None,None
56.pts,68,None,None,None
57.pts,68,None,None,None
58.pts,68,None,None,None
59.pts,68,None,None,None
6.pts,68,None,None,None
60.pts,68,None,None,None
61.pts,68,None,None,None
62.pts,68,None,None,None
63.pts,68,None,None,None
64.pts,68,None,None,None
65.pts,68,None,None,None
66.pts,68,None,None,None
67.pts,68,None,None,None
68.pts,68,None,None,None
69.pts,68,None,None,None
7.pts,68,None,None,None
70.pts,68,None,None,None
71.pts,68,None,None,None
72.pts,68,None,None,None
73.pts,68,None,None,None
74.pts,68,None,None,None
75.pts,68,None,None,None
76.pts,68,None,None,None
77.pts,68,None,None,None
78.pts,68,None,None,None
79.pts,68,None,None,None
8.pts,68,None,None,None
80.pts,68,None,None,None
81.pts,68,None,None,None
82.pts,68,None,None,None
83.pts,68,None,None,None
84.pts,68,None,None,None
85.pts,68,None,None,None
86.pts,68,None,None,None
87.pts,68,None,None,None
88.pts,68,None,None,None
89.pts,68,None,None,None
9.pts,68,None,None,None
90.pts,68,None,None,None
91.pts,68,None,None,None
92.pts,68,None,None,None
93.pts,68,None,None,None
94.pts,68,None,None,None
95.pts,68,None,None,None
96.pts,68,None,None,None
97.pts,68,None,None,None
98.pts,68,None,None,None
99.pts,68,None,None,None
